ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Event,Weather_Conditions,Duration(mins),StartHour,StartDayOfWeek,IsWeekend,Weather_Encoded
C-1173,1,40.8787,-73.865425,2020-11-10 11:48:00+00:00,2020-11-10 12:33:18+00:00,5.070000171661377,0.0,7.0,Slow,Delays of seven minutes and delays increasing on White Plains Rd Northbound between Mcgraw Ave and 213th St. Average speed ten mph.,White Plains Rd,Bronx,Bronx,NY,US,10467-5712,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,45.3,11,1,0,29
C-1174,0,40.885803,-74.13200400000002,2020-11-10 11:48:00+00:00,2020-11-10 12:29:56+00:00,0.8600000143051147,2.0,2.0,Slow,Delays of two minutes on RT-21 Northbound between NJ-21 and US-46. Average speed ten mph.,NJ-21 S,Clifton,Passaic,NJ,US,07011,US/Eastern,KTEB,2020-11-10T06:51:00.000-05:00,51.0,96.0,30.21,1.0,0.0,,Fog,41.93333333333333,11,1,0,21
C-1175,2,40.90131,-73.896828,2020-11-10 11:49:00+00:00,2020-11-10 12:30:20+00:00,15.859999656677244,0.0,28.0,Slow,Severe delays of 28 minutes on Broadway Northbound between 73rd St and Henry Hudson Pkwy. Average speed ten mph.,Broadway,Bronx,Bronx,NY,US,10471,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.333333333333336,11,1,0,29
C-1176,2,40.990662,-73.863731,2020-11-10 11:31:00+00:00,2020-11-10 13:36:21+00:00,1.690000057220459,5.0,5.0,Moderate,Delays of five minutes and delays increasing on Saw Mill Pkwy Southbound between Exit 17 Ashford Ave and Clarence Ave. Average speed ten mph.,Saw Mill River Pkwy S,Hastings on Hudson,Westchester,NY,US,10706,US/Eastern,KHPN,2020-11-10T06:56:00.000-05:00,48.0,100.0,29.73,0.25,0.0,,Fog,125.35,11,1,0,21
C-1177,0,39.947842,-75.224335,2020-11-10 11:51:00+00:00,2020-11-10 12:31:59+00:00,1.8999999761581416,0.0,1.0,Moderate,Delays of one minute on US-13 Baltimore Ave Eastbound between Edgewood St and 50th St. Average speed 15 mph.,Baltimore Ave,Philadelphia,Philadelphia,PA,US,19143-1626,US/Eastern,KPHL,2020-11-10T06:54:00.000-05:00,49.0,97.0,30.25,0.75,0.0,,Mist,40.983333333333334,11,1,0,102
C-1178,1,40.065617,-75.316536,2020-11-10 11:49:00+00:00,2020-11-10 12:35:50+00:00,0.8500000238418579,2.0,2.0,Fast,Delays of two minutes and delays easing on I-76 Eastbound between Exits 331A 331B 332 I-476 Exits 16 16A 16B and Exit 337 Hollow Rd. Average speed ten mph.,I-76 E,Conshohocken,Montgomery,PA,US,19428,US/Eastern,KLOM,2020-11-10T06:55:00.000-05:00,46.0,66.0,29.92,1.0,0.0,,Fog,46.833333333333336,11,1,0,21
C-1179,2,40.608719,-73.921471,2020-11-10 11:08:00+00:00,2020-11-10 12:32:28+00:00,11.520000457763672,5.0,22.0,Slow,Severe delays of 22 minutes and delays increasing on Flatbush Ave Ext Southbound between Manhattan Brg and Flatbush Ave. Average speed ten mph.,Flatbush Ave,Brooklyn,Kings,NY,US,11234-5128,US/Eastern,KJRB,2020-11-10T05:51:00.000-05:00,61.0,78.0,30.12,10.0,0.0,,Fair,84.46666666666667,11,1,0,19
C-1180,1,40.614323,-74.014313,2020-11-10 11:53:00+00:00,2020-11-10 12:33:18+00:00,4.420000076293945,1.0,7.0,Slow,Delays of seven minutes on 86th St Westbound between Lake St and 12th Ave. Average speed ten mph.,86th St,Brooklyn,Kings,NY,US,11228-3321,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.3,11,1,0,19
C-1181,1,40.625896,-74.019104,2020-11-10 11:38:00+00:00,2020-11-10 12:31:18+00:00,3.1600000858306885,0.0,7.0,Slow,Delays of seven minutes and delays increasing on 7th Ave Southbound between 39th St and 77th St. Average speed ten mph.,7th Ave,Brooklyn,Kings,NY,US,11209-3321,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,53.3,11,1,0,19
C-1182,1,40.64061,-74.022255,2020-11-10 11:37:00+00:00,2020-11-10 12:36:19+00:00,1.0900000333786009,1.0,1.0,Slow,Delays of one minute and delays easing on Belt Pkwy Westbound between Exit 1 Shore Rd and 4th Ave. Average speed 15 mph.,Belt Pkwy W,Brooklyn,Kings,NY,US,11220,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,59.31666666666667,11,1,0,19
C-1183,0,40.65649000000001,-73.901337,2020-11-10 11:53:00+00:00,2020-11-10 12:36:19+00:00,1.6100000143051147,0.0,1.0,Moderate,Delays of one minute on RT-27 Westbound in Brownsville. Average speed 15 mph.,Linden Blvd,Brooklyn,Kings,NY,US,11212-6931,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,43.31666666666667,11,1,0,19
C-1184,0,40.669445,-73.942978,2020-11-10 11:51:00+00:00,2020-11-10 12:47:30+00:00,1.5399999618530271,1.0,2.0,Moderate,Delays of two minutes and delays easing on Eastern Pkwy Westbound between Ralph Ave and Brooklyn Ave. Average speed 15 mph.,Eastern Pkwy,Brooklyn,Kings,NY,US,11213,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,56.5,11,1,0,19
C-1185,0,40.705952,-73.80899000000002,2020-11-10 11:51:00+00:00,2020-11-10 12:43:20+00:00,1.3400000333786009,0.0,3.0,Slow,Delays of three minutes and delays easing on Hillside Ave Eastbound between 127th St and NY-25 Hillside Ave. Average speed ten mph.,Hillside Ave,Jamaica,Queens,NY,US,11435-3329,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,52.333333333333336,11,1,0,102
C-1186,0,40.71244,-73.88203399999998,2020-11-10 11:52:00+00:00,2020-11-10 12:35:17+00:00,1.2300000190734863,0.0,1.0,Moderate,Delays of one minute on Metropolitan Ave Eastbound between 65th St and 73rd Pl. Average speed ten mph.,Pleasantview St,Middle Village,Queens,NY,US,11379-2127,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,43.28333333333333,11,1,0,29
C-1187,0,40.714401,-73.93042,2020-11-10 11:52:00+00:00,2020-11-10 12:32:28+00:00,1.9700000286102293,0.0,3.0,Slow,Delays of three minutes on Metropolitan Ave Eastbound in Linden Hill. Average speed ten mph.,Metropolitan Ave,Brooklyn,Kings,NY,US,11237-1006,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.46666666666667,11,1,0,19
C-1188,0,40.73188,-74.16744200000002,2020-11-10 11:43:00+00:00,2020-11-10 12:38:54+00:00,0.8500000238418579,0.0,1.0,Slow,Delays of one minute and delays easing on RT-21 Southbound in Newark. Average speed ten mph.,McCarter Hwy,Newark,Essex,NJ,US,07102,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,55.9,11,1,0,21
C-1189,0,40.727707,-74.176682,2020-11-10 11:46:00+00:00,2020-11-10 12:41:48+00:00,2.650000095367432,2.0,4.0,Slow,Delays of four minutes on Broad St Southbound between Broadway and Chestnut St. Average speed ten mph.,Broad St,Newark,Essex,NJ,US,07102-2426,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,55.8,11,1,0,21
C-1190,1,40.739922,-74.00956,2020-11-10 11:52:00+00:00,2020-11-10 12:32:28+00:00,3.809999942779541,0.0,2.0,Moderate,Delays of two minutes on RT-9A Northbound between West St and NY-9A 11th Ave. Average speed 20 mph.,West St,New York,New York,NY,US,10014,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.46666666666667,11,1,0,19
C-1191,0,40.741737,-73.906029,2020-11-10 11:51:00+00:00,2020-11-10 12:35:17+00:00,1.7699999809265137,1.0,2.0,Moderate,Delays of two minutes on RT-25 Westbound in Woodside. Average speed 15 mph.,Queens Blvd,Woodside,Queens,NY,US,11377,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,44.28333333333333,11,1,0,29
C-1192,1,40.772369,-73.967117,2020-11-10 11:33:00+00:00,2020-11-10 12:40:24+00:00,3.3499999046325684,3.0,5.0,Slow,Delays of five minutes and delays increasing on 5th Ave Southbound between 112th St and 71st St. Average speed ten mph.,Terrace Dr,New York,New York,NY,US,10023,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,67.4,11,1,0,19
C-1193,0,40.824646,-73.90847,2020-11-10 11:53:00+00:00,2020-11-10 12:50:20+00:00,2.289999961853028,0.0,3.0,Slow,Delays of three minutes on 3rd Ave Northbound between 138th St and Boston Rd. Average speed ten mph.,3rd Ave,Bronx,Bronx,NY,US,10456-6715,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,57.333333333333336,11,1,0,29
C-1194,3,40.84167100000001,-73.8881,2020-11-10 11:16:00+00:00,2020-11-10 12:32:27+00:00,4.190000057220459,10.0,12.0,Slow,Severe delays of twelve minutes and delays easing on I-95 Cross Bronx Expy Southbound between Exit 6A Bruckner Blvd and Exit 3 175th St. Average speed ten mph.,Marmion Ave,Bronx,Bronx,NY,US,10460-4625,US/Eastern,KLGA,2020-11-10T05:51:00.000-05:00,60.0,80.0,30.2,7.0,0.0,,Fair,76.45,11,1,0,19
C-1195,2,40.852188,-73.934715,2020-11-10 11:53:00+00:00,2020-11-10 12:36:19+00:00,5.570000171661377,0.0,12.0,Slow,Severe delays of twelve minutes on Broadway Northbound between Broadway and US-9 Broadway. Average speed ten mph.,W 184th St,New York,New York,NY,US,10033-3933,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,43.31666666666667,11,1,0,19
C-1196,0,40.85767,-73.909492,2020-11-10 11:52:00+00:00,2020-11-10 12:32:28+00:00,2.039999961853028,0.0,3.0,Slow,Delays of three minutes on Dr Martin L King Jr Blvd Southbound between Reservoir Ave and University Ave. Average speed ten mph.,Dr Martin L King Jr Blvd,Bronx,Bronx,NY,US,10453-1307,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.46666666666667,11,1,0,29
C-1197,0,40.865498,-73.927299,2020-11-10 11:46:00+00:00,2020-11-10 12:40:24+00:00,3.4600000381469727,0.0,4.0,Moderate,Delays of four minutes on US-9 Broadway Southbound between Van Cortlandt Park and Riverside Dr. Average speed 15 mph.,Broadway,New York,New York,NY,US,10040-1032,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,54.4,11,1,0,29
C-1198,0,40.87669,-73.906639,2020-11-10 11:01:00+00:00,2020-11-10 12:33:18+00:00,4.460000038146973,0.0,4.0,Moderate,Delays of four minutes and delays easing on US-9 Broadway Northbound between 178th St and 230th St. Average speed 15 mph.,W 230th St,Bronx,Bronx,NY,US,10463,US/Eastern,KLGA,2020-11-10T05:51:00.000-05:00,60.0,80.0,30.2,7.0,0.0,,Fair,92.3,11,1,0,19
C-1199,1,40.88858,-73.841026,2020-11-10 11:28:00+00:00,2020-11-10 13:26:20+00:00,3.4800000190734863,2.0,7.0,Slow,Delays of seven minutes on 233rd St Eastbound between I-87 Exit 13 and De Reimer Ave. Average speed ten mph.,De Reimer Ave,Bronx,Bronx,NY,US,10466-6042,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,118.33333333333333,11,1,0,29
C-1200,2,40.870838,-73.91458100000001,2020-11-10 11:53:00+00:00,2020-11-10 13:27:22+00:00,11.510000228881836,0.0,26.0,Slow,Severe delays of 26 minutes on Broadway Northbound between 79th St and US-9 Broadway. Average speed ten mph.,Broadway,New York,New York,NY,US,10034,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,94.36666666666666,11,1,0,29
C-1201,1,40.620464,-73.940865,2020-11-10 11:56:00+00:00,2020-11-10 12:38:22+00:00,5.460000038146973,2.0,8.0,Slow,Delays of eight minutes on Kings Hwy Southbound between Tapscott St and Avenue M. Average speed ten mph.,Kings Hwy,Brooklyn,Kings,NY,US,11234,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,42.36666666666667,11,1,0,19
C-1202,0,40.629715,-73.971512,2020-11-10 11:55:00+00:00,2020-11-10 12:35:17+00:00,1.7300000190734863,0.0,2.0,Moderate,Delays of two minutes on Ocean Pkwy Southbound between NY-27 Church Ave and Avenue H. Average speed ten mph.,Ocean Pkwy,Brooklyn,Kings,NY,US,11230,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.28333333333333,11,1,0,19
C-1203,1,40.636284,-73.971252,2020-11-10 11:55:00+00:00,2020-11-10 12:35:17+00:00,4.199999809265137,0.0,8.0,Slow,Delays of eight minutes on 40th St Eastbound between 2nd Ave and Ditmas Ave. Average speed ten mph.,E 7th St,Brooklyn,Kings,NY,US,11218-5903,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.28333333333333,11,1,0,19
C-1204,0,40.657696,-73.93103,2020-11-10 11:56:00+00:00,2020-11-10 12:36:20+00:00,2.5199999809265137,0.0,4.0,Slow,Delays of four minutes on Utica Ave Southbound between Malcolm X Blvd and Clarkson Ave. Average speed ten mph.,Utica Ave,Brooklyn,Kings,NY,US,11203-2210,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.333333333333336,11,1,0,19
C-1205,1,40.678387,-73.791344,2020-11-10 11:31:00+00:00,2020-11-10 13:03:25+00:00,3.5399999618530287,1.0,7.0,Slow,Delays of seven minutes and delays easing on Sutphin Blvd Southbound in South Jamaica. Average speed ten mph.,Sutphin Blvd,Jamaica,Queens,NY,US,11434-2026,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,92.41666666666667,11,1,0,102
C-1206,1,40.674839,-73.80699200000002,2020-11-10 11:56:00+00:00,2020-11-10 12:36:19+00:00,4.340000152587892,0.0,7.0,Slow,Delays of seven minutes on Rockaway Blvd Eastbound between Rockaway Blvd and 132nd St. Average speed ten mph.,Rockaway Blvd,South Ozone Park,Queens,NY,US,11420-2932,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.31666666666667,11,1,0,102
C-1207,0,40.67786,-73.937012,2020-11-10 11:42:00+00:00,2020-11-10 12:36:19+00:00,2.049999952316284,0.0,2.0,Moderate,Delays of two minutes and delays easing on Atlantic Ave Westbound in Bedford-Stuyvesant. Average speed 15 mph.,Atlantic Ave,Brooklyn,Kings,NY,US,11213-1122,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,54.31666666666667,11,1,0,19
C-1208,0,40.693539,-73.83013199999998,2020-11-10 11:53:00+00:00,2020-11-10 12:36:19+00:00,1.5399999618530271,1.0,2.0,Moderate,Delays of two minutes on Atlantic Ave Westbound between 94th Ave and 116th St. Average speed 15 mph.,Atlantic Ave,Richmond Hill,Queens,NY,US,11418-3141,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,43.31666666666667,11,1,0,102
C-1209,2,40.718937,-73.838463,2020-11-10 11:46:00+00:00,2020-11-10 12:36:19+00:00,9.6899995803833,0.0,11.0,Moderate,Severe delays of eleven minutes and delays increasing on RT-25 Eastbound between Queensboro Brg and NY-25 Queens Blvd. Average speed 15 mph.,Queens Blvd,Forest Hills,Queens,NY,US,11375,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,50.31666666666667,11,1,0,29
C-1210,0,40.723789,-73.99125699999998,2020-11-10 11:55:00+00:00,2020-11-10 12:54:17+00:00,3.7100000381469727,0.0,3.0,Moderate,Delays of three minutes and delays easing on 2nd Ave Southbound between 47th St and Houston St. Average speed 15 mph.,E Houston St,New York,New York,NY,US,10002-1001,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,59.28333333333333,11,1,0,19
C-1211,0,40.732796,-73.88428499999998,2020-11-10 11:56:00+00:00,2020-11-10 12:36:20+00:00,1.559999942779541,0.0,2.0,Slow,Delays of two minutes on Grand Ave Northbound between Grand Ave and 83rd St. Average speed ten mph.,Grand Ave,Elmhurst,Queens,NY,US,11373-4132,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.333333333333336,11,1,0,29
C-1212,0,40.763119,-73.832047,2020-11-10 11:55:00+00:00,2020-11-10 12:36:19+00:00,2.5999999046325684,1.0,2.0,Moderate,Delays of two minutes on Northern Blvd Westbound in Flushing. Average speed 15 mph.,Northern Blvd,Flushing,Queens,NY,US,11354-4006,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,41.31666666666667,11,1,0,29
C-1213,1,40.781948,-73.97551700000002,2020-11-10 11:51:00+00:00,2020-11-10 12:55:21+00:00,2.890000104904175,2.0,5.0,Slow,Delays of five minutes and delays increasing on Columbus Ave Southbound between 114th St and 78th St. Average speed ten mph.,Columbus Ave,New York,New York,NY,US,10024-5175,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,64.35,11,1,0,19
C-1214,1,40.77914000000001,-74.238487,2020-11-10 12:13:00+00:00,2020-11-10 14:06:05+00:00,4.090000152587892,1.0,7.0,Slow,Delays of seven minutes and delays increasing on Main St Northbound between Dr Martin Luther King Jr Blvd and Mt Pleasant Ave. Average speed ten mph.,Main St,West Orange,Essex,NJ,US,07052,US/Eastern,KCDW,2020-11-10T06:53:00.000-05:00,49.0,93.0,30.04,0.0,0.0,,Fog,113.08333333333333,12,1,0,21
C-1215,0,40.787689,-73.977142,2020-11-10 11:55:00+00:00,2020-11-10 12:35:17+00:00,2.299999952316284,1.0,3.0,Slow,Delays of three minutes on Broadway Southbound between 113th St and 85th St. Average speed 15 mph.,Broadway,New York,New York,NY,US,10024-4302,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.28333333333333,11,1,0,19
C-1216,0,40.802792,-73.940857,2020-11-10 11:55:00+00:00,2020-11-10 12:35:17+00:00,1.0,0.0,1.0,Slow,Delays of one minute on Park Ave Southbound between Harlem River Dr Exit 20 and 121st St. Average speed ten mph.,Park Ave,New York,New York,NY,US,10035-2811,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.28333333333333,11,1,0,19
C-1217,1,40.80608400000001,-73.965172,2020-11-10 11:56:00+00:00,2020-11-10 12:36:19+00:00,3.369999885559082,0.0,8.0,Slow,Delays of eight minutes on Broadway Northbound between 73rd St and 114th St. Average speed ten mph.,W 113th St,New York,New York,NY,US,10025-8031,US/Eastern,KNYC,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.31666666666667,11,1,0,19
C-1218,0,40.874977,-73.90921800000002,2020-11-10 11:56:00+00:00,2020-11-10 12:36:19+00:00,1.5900000333786009,0.0,2.0,Moderate,Delays of two minutes on US-9 Broadway Southbound between Van Cortlandt Park and 225th St. Average speed 15 mph.,Broadway,Bronx,New York,NY,US,10463-7610,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.31666666666667,11,1,0,29
C-1219,0,40.878658,-73.871597,2020-11-10 11:55:00+00:00,2020-11-10 12:35:17+00:00,1.8999999761581416,1.0,3.0,Moderate,Delays of three minutes on Webster Ave Northbound in Olinville. Average speed ten mph.,Webster Ave,Bronx,Bronx,NY,US,10467,US/Eastern,KLGA,2020-11-10T06:51:00.000-05:00,59.0,83.0,30.2,6.0,0.0,,Haze,40.28333333333333,11,1,0,29
C-1220,1,40.565601,-75.566002,2020-11-10 11:56:00+00:00,2020-11-10 12:37:54+00:00,1.0900000333786009,1.0,2.0,Moderate,Delays of two minutes on US-222 Westbound between Brookside Rd and Mill Creek Rd. Average speed 15 mph.,US-222 S,Allentown,Lehigh,PA,US,18106,US/Eastern,KXLL,2020-11-10T06:55:00.000-05:00,45.0,100.0,29.81,0.25,0.0,,Fog,41.9,11,1,0,21
C-1221,1,40.589108,-73.960487,2020-11-10 11:57:00+00:00,2020-11-10 12:38:22+00:00,6.449999809265138,1.0,9.0,Slow,Delays of nine minutes on Coney Island Ave Southbound between NY-27 Church Ave and Gerald Ct. Average speed ten mph.,Coney Island Ave,Brooklyn,Kings,NY,US,11235-5015,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,41.36666666666667,11,1,0,19
C-1222,0,40.610939,-73.95359,2020-11-10 11:57:00+00:00,2020-11-10 12:37:27+00:00,2.0899999141693115,0.0,2.0,Moderate,Delays of two minutes on Ocean Ave Southbound between Avenue H and Avenue P. Average speed 15 mph.,Avenue P,Brooklyn,Kings,NY,US,11229,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,40.45,11,1,0,19
C-1223,1,40.61161,-73.91967,2020-11-10 11:52:00+00:00,2020-11-10 13:24:22+00:00,5.989999771118164,2.0,14.0,Slow,Severe delays of 14 minutes and delays increasing on Avenue U Eastbound between Stillwell Ave and 55th St. Average speed ten mph.,Avenue U,Brooklyn,Kings,NY,US,11234,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,92.36666666666666,11,1,0,19
C-1224,1,40.628044,-74.121597,2020-11-10 11:58:00+00:00,2020-11-10 12:39:23+00:00,3.259999990463257,1.0,5.0,Moderate,Delays of five minutes on Clove Rd Northbound between Dianas Trl and Myrtle Ave. Average speed 15 mph.,Clove Rd,Staten Island,Richmond,NY,US,10310-2339,US/Eastern,KEWR,2020-11-10T06:51:00.000-05:00,53.0,100.0,30.21,0.0,0.0,,Fog,41.38333333333333,11,1,0,21
C-1225,0,40.635201,-73.928612,2020-11-10 11:32:00+00:00,2020-11-10 12:38:22+00:00,1.7599999904632568,0.0,2.0,Moderate,Delays of two minutes and delays easing on Utica Ave Northbound in Flatlands. Average speed ten mph.,Utica Ave,Brooklyn,Kings,NY,US,11234-1507,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,66.36666666666666,11,1,0,19
C-1226,0,40.670391,-73.842827,2020-11-10 11:58:00+00:00,2020-11-10 12:38:22+00:00,1.2000000476837158,0.0,2.0,Slow,Delays of two minutes on Cross Bay Blvd Southbound between Woodhaven Blvd and 153rd Ave. Average speed ten mph.,Crossbay Blvd,Ozone Park,Queens,NY,US,11417,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.36666666666667,11,1,0,102
C-1227,1,40.671429,-73.968262,2020-11-10 11:57:00+00:00,2020-11-10 12:53:19+00:00,3.400000095367432,0.0,6.0,Slow,Delays of six minutes and delays increasing on City Point Southbound between Flatbush Ave Ext and Flatbush Ave. Average speed ten mph.,Flatbush Ave,Brooklyn,Kings,NY,US,11238,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,56.31666666666667,11,1,0,19
C-1228,0,40.676979,-73.824348,2020-11-10 11:59:00+00:00,2020-11-10 12:39:23+00:00,1.3200000524520874,0.0,2.0,Slow,Delays of two minutes on Rockaway Blvd Eastbound between 100th St and 114th St. Average speed ten mph.,Rockaway Blvd,South Ozone Park,Queens,NY,US,11420-1912,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,40.38333333333333,11,1,0,102
C-1229,0,40.677814,-73.936188,2020-11-10 11:42:00+00:00,2020-11-10 12:39:23+00:00,3.910000085830689,0.0,3.0,Moderate,Delays of three minutes and delays increasing on Atlantic Ave Westbound in Bedford-Stuyvesant. Average speed 15 mph.,Atlantic Ave,Brooklyn,Kings,NY,US,11213,US/Eastern,KJRB,2020-11-10T06:51:00.000-05:00,61.0,78.0,30.13,10.0,0.0,,Fair,57.38333333333333,11,1,0,19
C-1230,0,40.677872,-73.885178,2020-11-10 11:59:00+00:00,2020-11-10 12:51:21+00:00,1.2400000095367432,1.0,2.0,Moderate,Delays of two minutes and delays easing on Atlantic Ave Westbound between Crescent St and Ashford St. Average speed ten mph.,Cleveland St,Brooklyn,Kings,NY,US,11208-1005,US/Eastern,KJFK,2020-11-10T06:51:00.000-05:00,54.0,97.0,30.24,6.0,0.0,,Mist,52.35,11,1,0,102
